Area,Item,Crop_Values,Element,Year,Continent,Flag Description
Croatia,Apples,7376.0,Area harvested,1996,Europe,Imputed value
Croatia,Apples,10132.6,Yield,1996,Europe,Estimated value
Croatia,Apples,74741.0,Production,1996,Europe,Official figure
Croatia,Apples,5676.0,Area harvested,1997,Europe,Imputed value
Croatia,Apples,10137.7,Yield,1997,Europe,Estimated value
Croatia,Apples,57541.0,Production,1997,Europe,Official figure
Croatia,Apples,6700.0,Area harvested,1998,Europe,Estimated value
Croatia,Apples,10800.1,Yield,1998,Europe,Estimated value
Croatia,Apples,72361.0,Production,1998,Europe,Official figure
Croatia,Apples,6000.0,Area harvested,1999,Europe,Estimated value
Croatia,Apples,11125.3,Yield,1999,Europe,Estimated value
Croatia,Apples,66752.0,Production,1999,Europe,Official figure
Croatia,Apples,4192.0,Area harvested,2000,Europe,Official figure
Croatia,Apples,15285.5,Yield,2000,Europe,Official figure
Croatia,Apples,64077.0,Production,2000,Europe,Official figure
Croatia,Apples,4826.0,Area harvested,2001,Europe,Official figure
Croatia,Apples,4642.6,Yield,2001,Europe,Official figure
Croatia,Apples,22405.0,Production,2001,Europe,Official figure
Croatia,Apples,5366.0,Area harvested,2002,Europe,Official figure
Croatia,Apples,8229.6,Yield,2002,Europe,Official figure
Croatia,Apples,44160.0,Production,2002,Europe,Official figure
Croatia,Apples,6220.0,Area harvested,2003,Europe,Official figure
Croatia,Apples,7450.2,Yield,2003,Europe,Official figure
Croatia,Apples,46340.0,Production,2003,Europe,Official figure
Croatia,Apples,5253.0,Area harvested,2004,Europe,Official figure
Croatia,Apples,12010.7,Yield,2004,Europe,Official figure
Croatia,Apples,63092.0,Production,2004,Europe,Official figure
Croatia,Apples,5625.0,Area harvested,2005,Europe,Official figure
Croatia,Apples,10186.3,Yield,2005,Europe,Official figure
Croatia,Apples,57298.0,Production,2005,Europe,Official figure
Croatia,Apples,5863.0,Area harvested,2006,Europe,Official figure
Croatia,Apples,9819.4,Yield,2006,Europe,Official figure
Croatia,Apples,57571.0,Production,2006,Europe,Official figure
Croatia,Apples,5993.0,Area harvested,2007,Europe,Official figure
Croatia,Apples,10510.8,Yield,2007,Europe,Official figure
Croatia,Apples,62991.0,Production,2007,Europe,Official figure
Croatia,Apples,6404.0,Area harvested,2008,Europe,Official figure
Croatia,Apples,8953.9,Yield,2008,Europe,Official figure
Croatia,Apples,57341.0,Production,2008,Europe,Official figure
Croatia,Apples,6515.0,Area harvested,2009,Europe,Official figure
Croatia,Apples,11346.7,Yield,2009,Europe,Official figure
Croatia,Apples,73924.0,Production,2009,Europe,Official figure
Croatia,Apples,6599.0,Area harvested,2010,Europe,Official figure
Croatia,Apples,13505.7,Yield,2010,Europe,Official figure
Croatia,Apples,89124.0,Production,2010,Europe,Official figure
Croatia,Apples,6553.0,Area harvested,2011,Europe,Official figure
Croatia,Apples,15210.7,Yield,2011,Europe,Official figure
Croatia,Apples,99676.0,Production,2011,Europe,Official figure
Croatia,Apples,5980.0,Area harvested,2012,Europe,Official figure
Croatia,Apples,6256.5,Yield,2012,Europe,Official figure
Croatia,Apples,37414.0,Production,2012,Europe,Official figure
Croatia,Apples,5377.0,Area harvested,2013,Europe,Official figure
Croatia,Apples,22640.5,Yield,2013,Europe,Official figure
Croatia,Apples,121738.0,Production,2013,Europe,Official figure
Croatia,Apples,5944.0,Area harvested,2014,Europe,Official figure
Croatia,Apples,16269.0,Yield,2014,Europe,Official figure
Croatia,Apples,96703.0,Production,2014,Europe,Official figure
Croatia,Apples,5756.0,Area harvested,2015,Europe,Official figure
Croatia,Apples,17677.6,Yield,2015,Europe,Official figure
Croatia,Apples,101752.0,Production,2015,Europe,Official figure
Croatia,Apples,5890.0,Area harvested,2016,Europe,Official figure
Croatia,Apples,7602.9,Yield,2016,Europe,Official figure
Croatia,Apples,44781.0,Production,2016,Europe,Official figure
Croatia,Apples,4838.0,Area harvested,2017,Europe,Official figure
Croatia,Apples,11692.8,Yield,2017,Europe,Official figure
Croatia,Apples,56570.0,Production,2017,Europe,Official figure
Croatia,Apples,4730.0,Area harvested,2018,Europe,Official figure
Croatia,Apples,19080.3,Yield,2018,Europe,Official figure
Croatia,Apples,90250.0,Production,2018,Europe,Official figure
Croatia,Apples,4950.0,Area harvested,2019,Europe,Official figure
Croatia,Apples,13808.1,Yield,2019,Europe,Official figure
Croatia,Apples,68350.0,Production,2019,Europe,Official figure
Croatia,Apples,4360.0,Area harvested,2020,Europe,Official figure
Croatia,Apples,14589.4,Yield,2020,Europe,Official figure
Croatia,Apples,63610.0,Production,2020,Europe,Official figure
Croatia,Apples,4390.0,Area harvested,2021,Europe,Official figure
Croatia,Apples,13596.8,Yield,2021,Europe,Official figure
Croatia,Apples,59690.0,Production,2021,Europe,Official figure
Croatia,Apples,3650.0,Area harvested,2022,Europe,Official figure
Croatia,Apples,12824.7,Yield,2022,Europe,Official figure
Croatia,Apples,46810.0,Production,2022,Europe,Official figure
Croatia,Apples,3650.0,Area harvested,2023,Europe,Official figure
Croatia,Apples,16857.5,Yield,2023,Europe,Official figure
Croatia,Apples,61530.0,Production,2023,Europe,Official figure
Croatia,Apricots,315.0,Area harvested,1992,Europe,Estimated value
Croatia,Apricots,5631.7,Yield,1992,Europe,Estimated value
Croatia,Apricots,1774.0,Production,1992,Europe,Official figure
Croatia,Apricots,300.0,Area harvested,1993,Europe,Estimated value
Croatia,Apricots,5010.0,Yield,1993,Europe,Estimated value
Croatia,Apricots,1503.0,Production,1993,Europe,Official figure
Croatia,Apricots,216.0,Area harvested,1994,Europe,Imputed value
Croatia,Apricots,4048.6,Yield,1994,Europe,Estimated value
Croatia,Apricots,874.0,Production,1994,Europe,Official figure
Croatia,Apricots,315.0,Area harvested,1995,Europe,Estimated value
Croatia,Apricots,2968.3,Yield,1995,Europe,Estimated value
Croatia,Apricots,935.0,Production,1995,Europe,Official figure
Croatia,Apricots,320.0,Area harvested,1996,Europe,Estimated value
Croatia,Apricots,4843.8,Yield,1996,Europe,Estimated value
Croatia,Apricots,1550.0,Production,1996,Europe,Official figure
Croatia,Apricots,330.0,Area harvested,1997,Europe,Estimated value
Croatia,Apricots,2524.2,Yield,1997,Europe,Estimated value
Croatia,Apricots,833.0,Production,1997,Europe,Official figure
Croatia,Apricots,335.0,Area harvested,1998,Europe,Estimated value
Croatia,Apricots,3125.4,Yield,1998,Europe,Estimated value
Croatia,Apricots,1047.0,Production,1998,Europe,Official figure
Croatia,Apricots,400.0,Area harvested,1999,Europe,Estimated value
Croatia,Apricots,3497.5,Yield,1999,Europe,Estimated value
Croatia,Apricots,1399.0,Production,1999,Europe,Official figure
Croatia,Apricots,197.0,Area harvested,2000,Europe,Official figure
Croatia,Apricots,2390.9,Yield,2000,Europe,Official figure
Croatia,Apricots,471.0,Production,2000,Europe,Official figure
Croatia,Apricots,202.0,Area harvested,2001,Europe,Official figure
Croatia,Apricots,1153.5,Yield,2001,Europe,Official figure
Croatia,Apricots,233.0,Production,2001,Europe,Official figure
Croatia,Apricots,204.0,Area harvested,2002,Europe,Official figure
Croatia,Apricots,1656.9,Yield,2002,Europe,Official figure
Croatia,Apricots,338.0,Production,2002,Europe,Official figure
Croatia,Apricots,207.0,Area harvested,2003,Europe,Official figure
Croatia,Apricots,1777.8,Yield,2003,Europe,Official figure
Croatia,Apricots,368.0,Production,2003,Europe,Official figure
Croatia,Apricots,222.0,Area harvested,2004,Europe,Official figure
Croatia,Apricots,1693.7,Yield,2004,Europe,Official figure
Croatia,Apricots,376.0,Production,2004,Europe,Official figure
Croatia,Apricots,237.0,Area harvested,2005,Europe,Official figure
Croatia,Apricots,1101.3,Yield,2005,Europe,Official figure
Croatia,Apricots,261.0,Production,2005,Europe,Official figure
Croatia,Apricots,266.0,Area harvested,2006,Europe,Official figure
Croatia,Apricots,2721.8,Yield,2006,Europe,Official figure
Croatia,Apricots,724.0,Production,2006,Europe,Official figure
Croatia,Apricots,270.0,Area harvested,2007,Europe,Official figure
Croatia,Apricots,2500.0,Yield,2007,Europe,Official figure
Croatia,Apricots,675.0,Production,2007,Europe,Official figure
Croatia,Apricots,314.0,Area harvested,2008,Europe,Official figure
Croatia,Apricots,2767.5,Yield,2008,Europe,Official figure
Croatia,Apricots,869.0,Production,2008,Europe,Official figure
Croatia,Apricots,335.0,Area harvested,2009,Europe,Official figure
Croatia,Apricots,1385.1,Yield,2009,Europe,Official figure
Croatia,Apricots,464.0,Production,2009,Europe,Official figure
Croatia,Apricots,338.0,Area harvested,2010,Europe,Official figure
Croatia,Apricots,1207.1,Yield,2010,Europe,Official figure
Croatia,Apricots,408.0,Production,2010,Europe,Official figure
Croatia,Apricots,320.0,Area harvested,2011,Europe,Official figure
Croatia,Apricots,2109.4,Yield,2011,Europe,Official figure
Croatia,Apricots,675.0,Production,2011,Europe,Official figure
Croatia,Apricots,258.0,Area harvested,2012,Europe,Official figure
Croatia,Apricots,945.7,Yield,2012,Europe,Official figure
Croatia,Apricots,244.0,Production,2012,Europe,Official figure
Croatia,Apricots,289.0,Area harvested,2013,Europe,Official figure
Croatia,Apricots,2176.5,Yield,2013,Europe,Official figure
Croatia,Apricots,629.0,Production,2013,Europe,Official figure
Croatia,Apricots,302.0,Area harvested,2014,Europe,Official figure
Croatia,Apricots,1205.3,Yield,2014,Europe,Official figure
Croatia,Apricots,364.0,Production,2014,Europe,Official figure
Croatia,Apricots,337.0,Area harvested,2015,Europe,Official figure
Croatia,Apricots,1581.6,Yield,2015,Europe,Official figure
Croatia,Apricots,533.0,Production,2015,Europe,Official figure
Croatia,Apricots,278.0,Area harvested,2016,Europe,Official figure
Croatia,Apricots,2169.1,Yield,2016,Europe,Official figure
Croatia,Apricots,603.0,Production,2016,Europe,Official figure
Croatia,Apricots,279.0,Area harvested,2017,Europe,Official figure
Croatia,Apricots,2602.2,Yield,2017,Europe,Official figure
Croatia,Apricots,726.0,Production,2017,Europe,Official figure
Croatia,Apricots,270.0,Area harvested,2018,Europe,Official figure
Croatia,Apricots,407.4,Yield,2018,Europe,Official figure
Croatia,Apricots,110.0,Production,2018,Europe,Official figure
Croatia,Apricots,260.0,Area harvested,2019,Europe,Official figure
Croatia,Apricots,2730.8,Yield,2019,Europe,Official figure
Croatia,Apricots,710.0,Production,2019,Europe,Official figure
Croatia,Apricots,290.0,Area harvested,2020,Europe,Official figure
Croatia,Apricots,2758.6,Yield,2020,Europe,Official figure
Croatia,Apricots,800.0,Production,2020,Europe,Official figure
Croatia,Apricots,310.0,Area harvested,2021,Europe,Official figure
Croatia,Apricots,387.1,Yield,2021,Europe,Official figure
Croatia,Apricots,120.0,Production,2021,Europe,Official figure
Croatia,Apricots,310.0,Area harvested,2022,Europe,Official figure
Croatia,Apricots,2161.3,Yield,2022,Europe,Official figure
Croatia,Apricots,670.0,Production,2022,Europe,Official figure
Croatia,Apricots,310.0,Area harvested,2023,Europe,Official figure
Croatia,Apricots,871.0,Yield,2023,Europe,Official figure
Croatia,Apricots,270.0,Production,2023,Europe,Official figure
Croatia,Cucumbers and gherkins,2828.0,Area harvested,1992,Europe,Official figure
Croatia,Cucumbers and gherkins,5736.2,Yield,1992,Europe,Official figure
Croatia,Cucumbers and gherkins,16222.0,Production,1992,Europe,Official figure
Croatia,Cucumbers and gherkins,3348.0,Area harvested,1993,Europe,Official figure
Croatia,Cucumbers and gherkins,6244.9,Yield,1993,Europe,Official figure
Croatia,Cucumbers and gherkins,20908.0,Production,1993,Europe,Official figure
Croatia,Cucumbers and gherkins,3241.0,Area harvested,1994,Europe,Official figure
Croatia,Cucumbers and gherkins,7429.8,Yield,1994,Europe,Official figure
Croatia,Cucumbers and gherkins,24080.0,Production,1994,Europe,Official figure
Croatia,Cucumbers and gherkins,3297.0,Area harvested,1995,Europe,Official figure
Croatia,Cucumbers and gherkins,7933.6,Yield,1995,Europe,Official figure
Croatia,Cucumbers and gherkins,26157.0,Production,1995,Europe,Official figure
Croatia,Cucumbers and gherkins,3310.0,Area harvested,1996,Europe,Official figure
Croatia,Cucumbers and gherkins,7819.9,Yield,1996,Europe,Official figure
Croatia,Cucumbers and gherkins,25884.0,Production,1996,Europe,Official figure
Croatia,Cucumbers and gherkins,3365.0,Area harvested,1997,Europe,Official figure
Croatia,Cucumbers and gherkins,8492.1,Yield,1997,Europe,Official figure
Croatia,Cucumbers and gherkins,28576.0,Production,1997,Europe,Official figure
Croatia,Cucumbers and gherkins,3888.0,Area harvested,1998,Europe,Official figure
Croatia,Cucumbers and gherkins,9585.9,Yield,1998,Europe,Official figure
Croatia,Cucumbers and gherkins,37270.0,Production,1998,Europe,Official figure
Croatia,Cucumbers and gherkins,4124.0,Area harvested,1999,Europe,Official figure
Croatia,Cucumbers and gherkins,9185.7,Yield,1999,Europe,Official figure
Croatia,Cucumbers and gherkins,37882.0,Production,1999,Europe,Official figure
Croatia,Cucumbers and gherkins,257.0,Area harvested,2000,Europe,Official figure
Croatia,Cucumbers and gherkins,17038.9,Yield,2000,Europe,Official figure
Croatia,Cucumbers and gherkins,4379.0,Production,2000,Europe,Official figure
Croatia,Cucumbers and gherkins,275.0,Area harvested,2001,Europe,Official figure
Croatia,Cucumbers and gherkins,23825.5,Yield,2001,Europe,Official figure
Croatia,Cucumbers and gherkins,6552.0,Production,2001,Europe,Official figure
Croatia,Cucumbers and gherkins,282.0,Area harvested,2002,Europe,Official figure
Croatia,Cucumbers and gherkins,24468.1,Yield,2002,Europe,Official figure
Croatia,Cucumbers and gherkins,6900.0,Production,2002,Europe,Official figure
Croatia,Cucumbers and gherkins,297.0,Area harvested,2003,Europe,Official figure
Croatia,Cucumbers and gherkins,17208.8,Yield,2003,Europe,Official figure
Croatia,Cucumbers and gherkins,5111.0,Production,2003,Europe,Official figure
Croatia,Cucumbers and gherkins,278.0,Area harvested,2004,Europe,Official figure
Croatia,Cucumbers and gherkins,24633.1,Yield,2004,Europe,Official figure
Croatia,Cucumbers and gherkins,6848.0,Production,2004,Europe,Official figure
Croatia,Cucumbers and gherkins,227.0,Area harvested,2005,Europe,Official figure
Croatia,Cucumbers and gherkins,25854.6,Yield,2005,Europe,Official figure
Croatia,Cucumbers and gherkins,5869.0,Production,2005,Europe,Official figure
Croatia,Cucumbers and gherkins,221.0,Area harvested,2006,Europe,Official figure
Croatia,Cucumbers and gherkins,31000.0,Yield,2006,Europe,Official figure
Croatia,Cucumbers and gherkins,6851.0,Production,2006,Europe,Official figure
Croatia,Cucumbers and gherkins,538.0,Area harvested,2007,Europe,Official figure
Croatia,Cucumbers and gherkins,17546.5,Yield,2007,Europe,Official figure
Croatia,Cucumbers and gherkins,9440.0,Production,2007,Europe,Official figure
Croatia,Cucumbers and gherkins,420.0,Area harvested,2008,Europe,Official figure
Croatia,Cucumbers and gherkins,20161.9,Yield,2008,Europe,Official figure
Croatia,Cucumbers and gherkins,8468.0,Production,2008,Europe,Official figure
Croatia,Cucumbers and gherkins,383.0,Area harvested,2009,Europe,Official figure
Croatia,Cucumbers and gherkins,21532.6,Yield,2009,Europe,Official figure
Croatia,Cucumbers and gherkins,8247.0,Production,2009,Europe,Official figure
Croatia,Cucumbers and gherkins,245.0,Area harvested,2010,Europe,Official figure
Croatia,Cucumbers and gherkins,25318.4,Yield,2010,Europe,Official figure
Croatia,Cucumbers and gherkins,6203.0,Production,2010,Europe,Official figure
Croatia,Cucumbers and gherkins,184.0,Area harvested,2011,Europe,Official figure
Croatia,Cucumbers and gherkins,34858.7,Yield,2011,Europe,Official figure
Croatia,Cucumbers and gherkins,6414.0,Production,2011,Europe,Official figure
Croatia,Cucumbers and gherkins,127.0,Area harvested,2012,Europe,Official figure
Croatia,Cucumbers and gherkins,31716.5,Yield,2012,Europe,Official figure
Croatia,Cucumbers and gherkins,4028.0,Production,2012,Europe,Official figure
Croatia,Cucumbers and gherkins,204.0,Area harvested,2013,Europe,Official figure
Croatia,Cucumbers and gherkins,43916.7,Yield,2013,Europe,Official figure
Croatia,Cucumbers and gherkins,8959.0,Production,2013,Europe,Official figure
Croatia,Cucumbers and gherkins,142.0,Area harvested,2014,Europe,Official figure
Croatia,Cucumbers and gherkins,46281.7,Yield,2014,Europe,Official figure
Croatia,Cucumbers and gherkins,6572.0,Production,2014,Europe,Official figure
Croatia,Cucumbers and gherkins,236.0,Area harvested,2015,Europe,Official figure
Croatia,Cucumbers and gherkins,32258.5,Yield,2015,Europe,Official figure
Croatia,Cucumbers and gherkins,7613.0,Production,2015,Europe,Official figure
Croatia,Cucumbers and gherkins,250.0,Area harvested,2016,Europe,Official figure
Croatia,Cucumbers and gherkins,31388.0,Yield,2016,Europe,Official figure
Croatia,Cucumbers and gherkins,7847.0,Production,2016,Europe,Official figure
Croatia,Cucumbers and gherkins,192.0,Area harvested,2017,Europe,Official figure
Croatia,Cucumbers and gherkins,55322.9,Yield,2017,Europe,Official figure
Croatia,Cucumbers and gherkins,10622.0,Production,2017,Europe,Official figure
Croatia,Cucumbers and gherkins,90.0,Area harvested,2018,Europe,Official figure
Croatia,Cucumbers and gherkins,49111.1,Yield,2018,Europe,Official figure
Croatia,Cucumbers and gherkins,4420.0,Production,2018,Europe,Official figure
Croatia,Cucumbers and gherkins,90.0,Area harvested,2019,Europe,Official figure
Croatia,Cucumbers and gherkins,33333.3,Yield,2019,Europe,Official figure
Croatia,Cucumbers and gherkins,3000.0,Production,2019,Europe,Official figure
Croatia,Cucumbers and gherkins,100.0,Area harvested,2020,Europe,Official figure
Croatia,Cucumbers and gherkins,70200.0,Yield,2020,Europe,Official figure
Croatia,Cucumbers and gherkins,7020.0,Production,2020,Europe,Official figure
Croatia,Cucumbers and gherkins,100.0,Area harvested,2021,Europe,Official figure
Croatia,Cucumbers and gherkins,85500.0,Yield,2021,Europe,Official figure
Croatia,Cucumbers and gherkins,8550.0,Production,2021,Europe,Official figure
Croatia,Cucumbers and gherkins,130.0,Area harvested,2022,Europe,Official figure
Croatia,Cucumbers and gherkins,87461.5,Yield,2022,Europe,Official figure
Croatia,Cucumbers and gherkins,11370.0,Production,2022,Europe,Official figure
Croatia,Cucumbers and gherkins,120.0,Area harvested,2023,Europe,Official figure
Croatia,Cucumbers and gherkins,61333.3,Yield,2023,Europe,Official figure
Croatia,Cucumbers and gherkins,7360.0,Production,2023,Europe,Official figure
Croatia,"Hazelnuts, in shell",25.0,Area harvested,1992,Europe,Estimated value
Croatia,"Hazelnuts, in shell",2000.0,Yield,1992,Europe,Estimated value
Croatia,"Hazelnuts, in shell",50.0,Production,1992,Europe,Estimated value
Croatia,"Hazelnuts, in shell",79.0,Area harvested,1993,Europe,Imputed value
Croatia,"Hazelnuts, in shell",2059.4,Yield,1993,Europe,Estimated value
Croatia,"Hazelnuts, in shell",161.94,Production,1993,Europe,Imputed value
Croatia,"Hazelnuts, in shell",40.0,Area harvested,1994,Europe,Estimated value
Croatia,"Hazelnuts, in shell",2000.0,Yield,1994,Europe,Estimated value
Croatia,"Hazelnuts, in shell",80.0,Production,1994,Europe,Estimated value
Croatia,"Hazelnuts, in shell",40.0,Area harvested,1995,Europe,Estimated value
Croatia,"Hazelnuts, in shell",2146.2,Yield,1995,Europe,Estimated value
Croatia,"Hazelnuts, in shell",85.85,Production,1995,Europe,Imputed value
Croatia,"Hazelnuts, in shell",40.0,Area harvested,1996,Europe,Estimated value
Croatia,"Hazelnuts, in shell",2263.8,Yield,1996,Europe,Estimated value
Croatia,"Hazelnuts, in shell",90.55,Production,1996,Europe,Imputed value
Croatia,"Hazelnuts, in shell",60.0,Area harvested,1997,Europe,Estimated value
Croatia,"Hazelnuts, in shell",2500.0,Yield,1997,Europe,Estimated value
Croatia,"Hazelnuts, in shell",150.0,Production,1997,Europe,Estimated value
Croatia,"Hazelnuts, in shell",100.0,Area harvested,1998,Europe,Estimated value
Croatia,"Hazelnuts, in shell",2500.0,Yield,1998,Europe,Estimated value
Croatia,"Hazelnuts, in shell",250.0,Production,1998,Europe,Estimated value
Croatia,"Hazelnuts, in shell",200.0,Area harvested,1999,Europe,Estimated value
Croatia,"Hazelnuts, in shell",3000.0,Yield,1999,Europe,Estimated value
Croatia,"Hazelnuts, in shell",600.0,Production,1999,Europe,Estimated value
Croatia,"Hazelnuts, in shell",179.0,Area harvested,2000,Europe,Imputed value
Croatia,"Hazelnuts, in shell",2232.7,Yield,2000,Europe,Estimated value
Croatia,"Hazelnuts, in shell",400.0,Production,2000,Europe,Estimated value
Croatia,"Hazelnuts, in shell",400.0,Area harvested,2001,Europe,Estimated value
Croatia,"Hazelnuts, in shell",1500.0,Yield,2001,Europe,Estimated value
Croatia,"Hazelnuts, in shell",600.0,Production,2001,Europe,Estimated value
Croatia,"Hazelnuts, in shell",349.0,Area harvested,2002,Europe,Imputed value
Croatia,"Hazelnuts, in shell",1147.4,Yield,2002,Europe,Estimated value
Croatia,"Hazelnuts, in shell",400.0,Production,2002,Europe,Estimated value
Croatia,"Hazelnuts, in shell",614.0,Area harvested,2003,Europe,Imputed value
Croatia,"Hazelnuts, in shell",814.9,Yield,2003,Europe,Estimated value
Croatia,"Hazelnuts, in shell",500.0,Production,2003,Europe,Estimated value
Croatia,"Hazelnuts, in shell",732.0,Area harvested,2004,Europe,Official figure
Croatia,"Hazelnuts, in shell",240.4,Yield,2004,Europe,Official figure
Croatia,"Hazelnuts, in shell",176.0,Production,2004,Europe,Official figure
Croatia,"Hazelnuts, in shell",855.0,Area harvested,2005,Europe,Official figure
Croatia,"Hazelnuts, in shell",428.1,Yield,2005,Europe,Official figure
Croatia,"Hazelnuts, in shell",366.0,Production,2005,Europe,Official figure
Croatia,"Hazelnuts, in shell",978.0,Area harvested,2006,Europe,Official figure
Croatia,"Hazelnuts, in shell",717.8,Yield,2006,Europe,Official figure
Croatia,"Hazelnuts, in shell",702.0,Production,2006,Europe,Official figure
Croatia,"Hazelnuts, in shell",1246.0,Area harvested,2007,Europe,Official figure
Croatia,"Hazelnuts, in shell",768.1,Yield,2007,Europe,Official figure
Croatia,"Hazelnuts, in shell",957.0,Production,2007,Europe,Official figure
Croatia,"Hazelnuts, in shell",1877.0,Area harvested,2008,Europe,Official figure
Croatia,"Hazelnuts, in shell",485.3,Yield,2008,Europe,Official figure
Croatia,"Hazelnuts, in shell",911.0,Production,2008,Europe,Official figure
Croatia,"Hazelnuts, in shell",1918.0,Area harvested,2009,Europe,Official figure
Croatia,"Hazelnuts, in shell",529.7,Yield,2009,Europe,Official figure
Croatia,"Hazelnuts, in shell",1016.0,Production,2009,Europe,Official figure
Croatia,"Hazelnuts, in shell",2389.0,Area harvested,2010,Europe,Official figure
Croatia,"Hazelnuts, in shell",1240.7,Yield,2010,Europe,Official figure
Croatia,"Hazelnuts, in shell",2964.0,Production,2010,Europe,Official figure
Croatia,"Hazelnuts, in shell",2400.0,Area harvested,2011,Europe,Official figure
Croatia,"Hazelnuts, in shell",645.0,Yield,2011,Europe,Official figure
Croatia,"Hazelnuts, in shell",1548.0,Production,2011,Europe,Official figure
Croatia,"Hazelnuts, in shell",2776.0,Area harvested,2012,Europe,Official figure
Croatia,"Hazelnuts, in shell",123.9,Yield,2012,Europe,Official figure
Croatia,"Hazelnuts, in shell",344.0,Production,2012,Europe,Official figure
Croatia,"Hazelnuts, in shell",2649.0,Area harvested,2013,Europe,Official figure
Croatia,"Hazelnuts, in shell",589.3,Yield,2013,Europe,Official figure
Croatia,"Hazelnuts, in shell",1561.0,Production,2013,Europe,Official figure
Croatia,"Hazelnuts, in shell",2888.0,Area harvested,2014,Europe,Official figure
Croatia,"Hazelnuts, in shell",314.4,Yield,2014,Europe,Official figure
Croatia,"Hazelnuts, in shell",908.0,Production,2014,Europe,Official figure
Croatia,"Hazelnuts, in shell",3015.0,Area harvested,2015,Europe,Official figure
Croatia,"Hazelnuts, in shell",499.2,Yield,2015,Europe,Official figure
Croatia,"Hazelnuts, in shell",1505.0,Production,2015,Europe,Official figure
Croatia,"Hazelnuts, in shell",3304.0,Area harvested,2016,Europe,Official figure
Croatia,"Hazelnuts, in shell",381.1,Yield,2016,Europe,Official figure
Croatia,"Hazelnuts, in shell",1259.0,Production,2016,Europe,Official figure
Croatia,"Hazelnuts, in shell",3840.0,Area harvested,2017,Europe,Official figure
Croatia,"Hazelnuts, in shell",399.5,Yield,2017,Europe,Official figure
Croatia,"Hazelnuts, in shell",1534.0,Production,2017,Europe,Official figure
Croatia,"Hazelnuts, in shell",4810.0,Area harvested,2018,Europe,Official figure
Croatia,"Hazelnuts, in shell",361.7,Yield,2018,Europe,Official figure
Croatia,"Hazelnuts, in shell",1740.0,Production,2018,Europe,Official figure
Croatia,"Hazelnuts, in shell",5530.0,Area harvested,2019,Europe,Official figure
Croatia,"Hazelnuts, in shell",354.4,Yield,2019,Europe,Official figure
Croatia,"Hazelnuts, in shell",1960.0,Production,2019,Europe,Official figure
Croatia,"Hazelnuts, in shell",6540.0,Area harvested,2020,Europe,Official figure
Croatia,"Hazelnuts, in shell",464.8,Yield,2020,Europe,Official figure
Croatia,"Hazelnuts, in shell",3040.0,Production,2020,Europe,Official figure
Croatia,"Hazelnuts, in shell",6710.0,Area harvested,2021,Europe,Official figure
Croatia,"Hazelnuts, in shell",280.2,Yield,2021,Europe,Official figure
Croatia,"Hazelnuts, in shell",1880.0,Production,2021,Europe,Official figure
Croatia,"Hazelnuts, in shell",8240.0,Area harvested,2022,Europe,Official figure
Croatia,"Hazelnuts, in shell",313.1,Yield,2022,Europe,Official figure
Croatia,"Hazelnuts, in shell",2580.0,Production,2022,Europe,Official figure
Croatia,"Hazelnuts, in shell",8700.0,Area harvested,2023,Europe,Official figure
Croatia,"Hazelnuts, in shell",281.6,Yield,2023,Europe,Official figure
Croatia,"Hazelnuts, in shell",2450.0,Production,2023,Europe,Official figure
Croatia,"Walnuts, in shell",4300.0,Area harvested,1992,Europe,Estimated value
Croatia,"Walnuts, in shell",945.3,Yield,1992,Europe,Estimated value
Croatia,"Walnuts, in shell",4065.0,Production,1992,Europe,Official figure
Croatia,"Walnuts, in shell",4800.0,Area harvested,1993,Europe,Estimated value
Croatia,"Walnuts, in shell",939.6,Yield,1993,Europe,Estimated value
Croatia,"Walnuts, in shell",4510.0,Production,1993,Europe,Official figure
Croatia,"Walnuts, in shell",3600.0,Area harvested,1994,Europe,Estimated value
Croatia,"Walnuts, in shell",972.8,Yield,1994,Europe,Estimated value
Croatia,"Walnuts, in shell",3502.0,Production,1994,Europe,Official figure
Croatia,"Walnuts, in shell",4200.0,Area harvested,1995,Europe,Estimated value
Croatia,"Walnuts, in shell",962.1,Yield,1995,Europe,Estimated value
Croatia,"Walnuts, in shell",4041.0,Production,1995,Europe,Official figure
Croatia,"Walnuts, in shell",6600.0,Area harvested,1996,Europe,Estimated value
Croatia,"Walnuts, in shell",918.5,Yield,1996,Europe,Estimated value
Croatia,"Walnuts, in shell",6062.0,Production,1996,Europe,Official figure
Croatia,"Walnuts, in shell",3400.0,Area harvested,1997,Europe,Estimated value
Croatia,"Walnuts, in shell",927.6,Yield,1997,Europe,Estimated value
Croatia,"Walnuts, in shell",3154.0,Production,1997,Europe,Official figure
Croatia,"Walnuts, in shell",4900.0,Area harvested,1998,Europe,Estimated value
Croatia,"Walnuts, in shell",959.2,Yield,1998,Europe,Estimated value
Croatia,"Walnuts, in shell",4700.0,Production,1998,Europe,Official figure
Croatia,"Walnuts, in shell",5000.0,Area harvested,1999,Europe,Estimated value
Croatia,"Walnuts, in shell",954.4,Yield,1999,Europe,Estimated value
Croatia,"Walnuts, in shell",4772.0,Production,1999,Europe,Official figure
Croatia,"Walnuts, in shell",5198.0,Area harvested,2000,Europe,Official figure
Croatia,"Walnuts, in shell",861.9,Yield,2000,Europe,Official figure
Croatia,"Walnuts, in shell",4480.0,Production,2000,Europe,Official figure
